,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,Total expenditure, HIV/AIDS, thinness  1-19 years,Income composition of resources,Immunization Coverage,Schooling
2334,2010,Developed,75.1,124.0,0,10.13,0.0,0,55.9,8.51,0.1,1.3,0.8220000000000001,High Polio & High Diphtheria,15.0
2335,2009,Developed,75.0,131.0,0,10.63,0.0,0,55.3,9.15,0.1,1.3,0.82,High Polio & High Diphtheria,14.9
2336,2008,Developed,74.7,136.0,0,11.37,0.0,0,54.8,8.2,0.1,1.3,0.813,High Polio & High Diphtheria,14.8
2337,2007,Developed,74.4,14.0,0,10.58,0.0,0,54.2,7.76,0.1,1.3,0.802,High Polio & High Diphtheria,14.5
2338,2006,Developed,74.3,138.0,0,10.28,0.0,0,53.7,7.35,0.1,1.4,0.7929999999999999,High Polio & High Diphtheria,14.3
2339,2005,Developed,74.0,141.0,0,10.81,0.0,0,53.1,7.4,0.1,1.4,0.784,High Polio & High Diphtheria,14.0
2340,2004,Developed,74.1,138.0,0,10.03,0.0,2,52.6,7.21,0.1,1.4,0.7759999999999999,High Polio & High Diphtheria,13.8
2341,2003,Developed,73.8,144.0,0,9.85,0.0,1,52.1,5.82,0.1,1.5,0.7709999999999999,High Polio & High Diphtheria,13.6
2342,2002,Developed,73.7,145.0,0,10.78,0.0,0,51.6,5.63,0.1,1.5,0.763,High Polio & High Diphtheria,13.3
2343,2001,Developed,73.3,145.0,0,10.73,0.0,0,51.1,5.5,0.1,1.5,0.763,High Polio & High Diphtheria,13.3
2344,2000,Developed,73.0,147.0,0,11.06,0.0,0,5.7,5.5,0.1,1.6,0.7609999999999999,High Polio & High Diphtheria,13.0
2346,2014,Developed,87.0,76.0,0,10.46,31.13492794,52,59.5,9.23,0.1,1.4,0.888,High Polio & High Diphtheria,17.6
2347,2013,Developed,85.0,78.0,0,9.53,259.7786785,1,58.9,9.29,0.1,1.4,0.878,High Polio & High Diphtheria,16.8
2348,2012,Developed,82.0,81.0,0,10.95,3283.024864,2,58.2,9.37,0.1,1.5,0.877,High Polio & High Diphtheria,16.8
2349,2011,Developed,79.8,84.0,0,10.61,3343.0262190000003,22,57.6,9.8,0.1,1.6,0.8759999999999999,High Polio & High Diphtheria,17.0
2350,2010,Developed,79.5,87.0,0,10.32,3187.496219,2,57.0,9.7,0.1,1.6,0.872,High Polio & High Diphtheria,16.9
2351,2009,Developed,79.1,9.0,0,10.52,3505.389434,0,56.4,9.38,0.1,1.7,0.873,High Polio & High Diphtheria,16.9
2352,2008,Developed,78.9,96.0,0,10.94,392.95885360000005,0,55.8,8.47,0.1,1.7,0.8690000000000001,High Polio & High Diphtheria,16.9
2353,2007,Developed,78.3,12.0,0,11.02,3256.724028,0,55.2,7.98,0.1,1.8,0.865,High Polio & High Diphtheria,16.8
2354,2006,Developed,78.1,17.0,0,12.26,2724.17807,0,54.7,8.42,0.1,1.8,0.858,High Polio & High Diphtheria,16.7
2355,2005,Developed,77.5,14.0,0,11.14,2503.714258,0,54.1,8.5,0.1,1.9,0.853,High Polio & High Diphtheria,16.3
2356,2004,Developed,77.2,113.0,0,10.0,235.37852809999998,0,53.5,8.47,0.1,2.0,0.85,High Polio & High Diphtheria,16.6
2357,2003,Developed,76.5,119.0,0,11.58,203.3252124,0,52.9,8.77,0.1,2.0,0.843,High Polio & High Diphtheria,16.1
2358,2002,Developed,76.6,117.0,0,9.29,1617.473418,0,52.3,8.62,0.1,2.1,0.835,High Polio & High Diphtheria,15.6
2359,2001,Developed,76.2,124.0,0,10.8,196.3026243,0,51.8,8.57,0.1,2.2,0.8240000000000001,High Polio & High Diphtheria,14.7
2360,2000,Developed,76.0,122.0,0,11.9,161.4473853,0,51.2,8.26,0.1,2.2,0.818,High Polio & High Diphtheria,14.6
2362,2014,Developing,68.8,183.0,0,0.01,3.718438799,0,49.7,5.5,0.1,1.1,0.512,High Polio & High Diphtheria,9.6
2363,2013,Developing,68.8,182.0,0,0.01,24.73328608,0,48.9,5.42,0.1,1.1,0.509,High Polio & High Diphtheria,9.5
2364,2012,Developing,68.7,184.0,0,0.01,247.9492284,0,48.1,5.48,0.1,1.2,0.505,High Polio & High Diphtheria,9.4
2365,2011,Developing,68.5,186.0,0,0.99,229.6687488,0,47.2,5.8,0.1,1.2,0.49700000000000005,High Polio & High Diphtheria,9.4
2366,2010,Developing,68.3,188.0,0,1.1,29.5207994,0,46.4,7.47,0.1,1.2,0.49200000000000005,High Polio &  Low Diphtheria,9.3
2367,2009,Developing,68.1,192.0,0,1.21,244.3976438,0,45.5,7.92,0.1,1.2,0.494,High Polio & High Diphtheria,9.3
2368,2008,Developing,68.0,193.0,0,1.09,19.74929219,0,44.7,5.97,0.1,1.2,0.489,High Polio & High Diphtheria,9.2
2369,2007,Developing,67.6,2.0,0,0.85,28.90135229,0,43.8,6.42,0.1,1.2,0.48200000000000004,High Polio &  Low Diphtheria,9.0
2370,2006,Developing,67.6,2.0,0,0.99,240.4851202,0,43.0,6.66,0.1,1.3,0.47,High Polio & High Diphtheria,8.4
2371,2005,Developing,67.4,24.0,0,0.9,25.31155956,0,42.1,7.83,0.1,1.3,0.465,Low Polio & High Diphtheria,8.3
2372,2004,Developing,67.1,29.0,0,1.18,195.52594169999998,0,41.3,5.64,0.1,1.3,0.45899999999999996,High Polio &  Low Diphtheria,8.1
2373,2003,Developing,66.8,215.0,0,1.18,16.83170578,0,4.4,6.0,0.1,1.3,0.45299999999999996,High Polio & High Diphtheria,8.0
2374,2002,Developing,66.5,22.0,0,1.08,156.2847968,0,39.6,6.9,0.1,1.4,0.446,High Polio & High Diphtheria,7.3
2375,2001,Developing,66.2,227.0,0,0.7,325.1114746,0,38.7,6.44,0.1,1.4,0.442,High Polio & High Diphtheria,6.6
2376,2000,Developing,65.8,235.0,0,0.71,4.24926073,0,37.9,4.56,0.1,1.4,0.455,High Polio & High Diphtheria,7.2
2394,2014,Developing,62.0,347.0,42,7.38,922.0507312999999,66,5.3,8.8,3.7,4.9,0.66,High Polio & High Diphtheria,13.0
2395,2013,Developing,69.0,371.0,43,7.34,978.5905287,25,49.5,8.78,4.5,5.4,0.652,High Polio & High Diphtheria,12.8
2396,2012,Developing,59.2,48.0,43,7.38,1089.954838,32,48.7,8.79,7.6,6.0,0.644,High Polio & High Diphtheria,12.8
2397,2011,Developing,58.9,413.0,43,7.38,123.753335,92,47.9,8.61,8.5,6.6,0.638,High Polio & High Diphtheria,12.8
2398,2010,Developing,58.0,428.0,43,7.28,1038.885632,12499,47.2,8.5,11.0,7.3,0.63,High Polio & High Diphtheria,12.8
2399,2009,Developing,56.5,449.0,46,7.6,782.5987144,5857,46.4,8.39,19.0,8.1,0.622,High Polio & High Diphtheria,12.8
2400,2008,Developing,55.3,473.0,50,8.19,780.0336423,39,45.7,7.75,23.5,8.9,0.616,High Polio & High Diphtheria,12.9
2401,2007,Developing,54.5,486.0,51,8.48,805.490079,31,45.0,7.53,26.4,9.7,0.612,High Polio & High Diphtheria,12.9
2402,2006,Developing,54.0,496.0,54,8.5,732.1255305,81,44.3,7.57,28.1,1.6,0.609,High Polio & High Diphtheria,12.9
2403,2005,Developing,53.8,498.0,55,8.69,709.3170967,615,43.6,7.77,29.5,11.6,0.609,High Polio & High Diphtheria,12.9
2404,2004,Developing,53.7,497.0,55,6.96,622.043809,830,42.9,7.93,29.7,12.6,0.611,High Polio & High Diphtheria,12.9
2405,2003,Developing,54.0,485.0,55,6.93,519.1563781000001,244,42.2,8.26,28.9,13.5,0.613,Low Polio & High Diphtheria,12.9
2406,2002,Developing,54.9,459.0,54,7.04,346.53160069999996,1043,41.6,8.9,26.6,14.5,0.62,Low Polio &  Low Diphtheria,12.9
2407,2001,Developing,56.0,429.0,52,7.38,365.2585722,1166,4.9,8.31,24.0,15.4,0.629,High Polio & High Diphtheria,13.0
2408,2000,Developing,57.3,397.0,51,7.3,45.96380839,1459,4.1,8.7,21.3,16.3,0.635,High Polio & High Diphtheria,13.0
2426,2014,Developed,82.6,58.0,1,0.01,42.98847625,154,66.0,9.3,0.1,0.6,0.877,High Polio & High Diphtheria,17.6
2427,2013,Developed,82.4,6.0,1,9.25,423.680459,131,65.4,9.1,0.1,0.6,0.8740000000000001,High Polio & High Diphtheria,17.5
2428,2012,Developed,82.0,61.0,1,9.35,4255.781693,1204,64.8,9.39,0.1,0.6,0.871,High Polio & High Diphtheria,17.2
2429,2011,Developed,82.1,63.0,1,9.62,4873.8188,3802,64.1,9.48,0.1,0.6,0.867,High Polio & High Diphtheria,16.9
2430,2010,Developed,81.9,64.0,1,9.78,578.7417172,302,63.5,9.56,0.1,0.6,0.86,High Polio & High Diphtheria,16.4
2431,2009,Developed,81.6,66.0,2,9.99,5047.2540579999995,41,62.9,9.52,0.1,0.6,0.858,High Polio & High Diphtheria,16.3
2432,2008,Developed,81.3,7.0,2,10.24,5596.535203,297,62.3,8.8,0.1,0.6,0.8540000000000001,High Polio & High Diphtheria,16.1
2433,2007,Developed,89.0,72.0,2,11.05,510.9327012,267,61.7,8.36,0.1,0.6,0.8490000000000001,High Polio & High Diphtheria,16.0
2434,2006,Developed,88.0,73.0,2,11.86,4460.3900060000005,362,61.1,8.23,0.1,0.6,0.8440000000000001,High Polio & High Diphtheria,15.9
2435,2005,Developed,81.0,77.0,2,11.92,405.4475981,22,6.5,8.12,0.1,0.6,0.8370000000000001,High Polio & High Diphtheria,15.8
2436,2004,Developed,81.0,79.0,2,11.96,3715.370095,26,59.9,8.5,0.1,0.6,0.833,High Polio & High Diphtheria,15.6
2437,2003,Developed,79.4,83.0,2,12.09,3205.019918,256,59.3,7.99,0.1,0.6,0.83,High Polio & High Diphtheria,15.6
2438,2002,Developed,79.5,83.0,2,12.26,228.35430240000002,67,58.8,7.25,0.1,0.6,0.828,High Polio & High Diphtheria,15.7
2439,2001,Developed,79.4,84.0,2,9.86,2044.1697609999999,0,58.2,7.24,0.1,0.6,0.825,High Polio & High Diphtheria,15.7
2440,2000,Developed,79.1,86.0,2,11.12,1934.398154,152,57.6,7.21,0.1,0.6,0.82,High Polio & High Diphtheria,15.7
2442,2014,Developing,74.7,141.0,3,2.37,42.7308283,1686,22.7,3.5,0.1,15.2,0.76,High Polio & High Diphtheria,14.0
2443,2013,Developing,74.6,142.0,3,2.56,41.62053588,2107,21.9,3.68,0.1,15.2,0.757,High Polio & High Diphtheria,13.8
2444,2012,Developing,74.5,143.0,3,2.8,20.76877311,51,21.2,3.21,0.1,15.3,0.752,High Polio & High Diphtheria,13.7
2445,2011,Developing,74.5,141.0,3,3.03,20.83302367,60,2.5,3.28,0.1,15.3,0.746,High Polio & High Diphtheria,13.6
2446,2010,Developing,74.5,138.0,3,2.31,191.72675890000002,79,19.8,3.43,0.1,15.3,0.7390000000000001,High Polio & High Diphtheria,13.5
2447,2009,Developing,71.8,183.0,4,2.05,13.39092189,21,19.2,3.37,0.1,15.3,0.735,High Polio & High Diphtheria,13.4
2448,2008,Developing,72.3,172.0,4,2.1,17.81424344,33,18.5,3.44,0.1,15.4,0.731,High Polio & High Diphtheria,13.3
2449,2007,Developing,73.7,146.0,4,2.29,127.6377505,44,17.9,3.76,0.1,15.4,0.725,High Polio & High Diphtheria,13.2
2450,2006,Developing,73.8,145.0,4,1.96,120.2471713,0,17.2,4.6,0.1,15.4,0.718,High Polio & High Diphtheria,13.1
2451,2005,Developing,74.2,138.0,4,1.97,97.76637062,3,16.6,4.6,0.1,15.4,0.7120000000000001,High Polio & High Diphtheria,12.9
2452,2004,Developing,69.1,197.0,6,1.56,15.35342268,35,16.1,4.28,0.1,15.4,0.705,High Polio & High Diphtheria,12.8
2453,2003,Developing,73.9,146.0,5,1.69,72.4280894,65,15.6,3.95,0.1,15.4,0.6970000000000001,High Polio & High Diphtheria,12.7
2454,2002,Developing,73.7,149.0,5,1.62,59.63595674,139,15.1,3.89,0.1,15.4,0.6990000000000001,High Polio & High Diphtheria,12.6
2455,2001,Developing,72.7,16.0,5,1.68,53.61278637,309,14.6,3.81,0.1,15.4,0.6859999999999999,High Polio & High Diphtheria,12.5
2456,2000,Developing,71.5,175.0,5,1.45,60.4909815,16527,14.1,3.77,0.1,15.3,0.677,High Polio & High Diphtheria,12.4
2474,2014,Developing,71.4,178.0,0,6.32,1132.432517,0,57.7,5.69,0.4,3.5,0.722,High Polio & High Diphtheria,12.7
2475,2013,Developing,71.2,179.0,0,6.02,1122.972967,0,57.0,5.96,0.4,3.5,0.7190000000000001,High Polio & High Diphtheria,12.7
2476,2012,Developing,71.3,178.0,0,5.73,1168.324095,0,56.3,6.9,0.9,3.5,0.708,High Polio & High Diphtheria,12.7
2477,2011,Developing,76.0,187.0,0,5.64,989.1263558,0,55.5,5.93,0.1,3.5,0.7040000000000001,High Polio & High Diphtheria,12.5
2478,2010,Developing,73.0,19.0,0,5.26,99.08095375,0,54.8,5.81,0.5,3.5,0.7,High Polio & High Diphtheria,12.3
2479,2009,Developing,70.0,196.0,0,5.13,885.0739766,0,54.1,6.14,0.6,3.5,0.696,High Polio & High Diphtheria,12.1
2480,2008,Developing,69.8,196.0,0,4.94,815.4355995,0,53.3,5.92,1.2,3.5,0.691,High Polio & High Diphtheria,11.9
2481,2007,Developing,69.5,22.0,0,4.72,685.0299083,0,52.6,5.92,0.8,3.5,0.684,High Polio & High Diphtheria,11.7
2482,2006,Developing,69.3,199.0,0,4.52,72.800168,0,51.8,6.22,0.6,3.5,0.6779999999999999,High Polio & High Diphtheria,11.5
2483,2005,Developing,68.9,25.0,0,4.47,418.9206608,0,51.1,6.78,0.6,3.5,0.672,High Polio & High Diphtheria,11.3
2484,2004,Developing,68.3,214.0,0,4.55,4.23257668,0,5.4,6.88,0.9,3.5,0.0,High Polio & High Diphtheria,11.1
2485,2003,Developing,68.0,223.0,0,4.53,32.3662077,0,49.7,6.62,1.0,3.5,0.0,High Polio & High Diphtheria,10.9
2486,2002,Developing,67.9,221.0,0,4.41,250.71123730000002,0,49.0,7.14,1.6,3.5,0.0,High Polio & High Diphtheria,11.0
2487,2001,Developing,67.7,219.0,0,4.23,191.2135044,0,48.3,8.38,1.8,3.6,0.0,High Polio & High Diphtheria,11.0
2488,2000,Developing,67.4,224.0,0,4.29,268.1837972,0,47.6,9.65,0.4,3.6,0.0,Low Polio & High Diphtheria,11.1
2490,2014,Developing,58.4,382.0,2,0.01,574.3895102000001,0,31.8,9.25,7.3,4.3,0.541,High Polio & High Diphtheria,11.4
2491,2013,Developing,57.6,393.0,2,0.01,708.9556647999999,0,31.2,9.66,9.8,4.5,0.539,High Polio & High Diphtheria,11.4
2492,2012,Developing,56.5,412.0,2,0.01,720.2333928999999,0,3.7,8.76,12.2,4.8,0.534,High Polio & High Diphtheria,11.3
2493,2011,Developing,55.0,438.0,2,5.2,735.7090977999999,0,3.2,8.61,15.7,5.1,0.526,High Polio & High Diphtheria,11.2
2494,2010,Developing,53.6,459.0,2,4.93,56.93670561,313,29.7,8.47,21.6,5.4,0.523,High Polio & High Diphtheria,11.0
2495,2009,Developing,52.6,46.0,3,4.9,47.6164523,26,29.3,8.46,33.7,5.8,0.519,High Polio & High Diphtheria,10.8
2496,2008,Developing,51.4,477.0,3,4.87,413.0063027,1,28.9,8.19,40.2,6.1,0.514,High Polio & High Diphtheria,10.6
2497,2007,Developing,50.0,51.0,3,5.55,43.3664999,0,28.5,7.5,40.7,6.5,0.508,High Polio & High Diphtheria,10.5
2498,2006,Developing,47.8,564.0,3,5.53,437.0802438,0,28.2,6.81,43.7,6.9,0.502,High Polio & High Diphtheria,9.9
2499,2005,Developing,46.0,63.0,3,5.08,372.1651473,0,27.8,6.8,49.1,7.3,0.495,High Polio & High Diphtheria,9.7
2500,2004,Developing,45.6,69.0,3,5.78,37.43857664,0,27.4,5.88,50.3,7.7,0.49200000000000005,High Polio & High Diphtheria,9.4
2501,2003,Developing,45.9,6.0,3,5.65,2.8191244739999997,350,27.1,5.71,50.6,8.2,0.493,High Polio & High Diphtheria,9.1
2502,2002,Developing,46.4,587.0,3,5.52,131.0421269,37,26.7,5.16,49.9,8.6,0.502,High Polio & High Diphtheria,9.2
2503,2001,Developing,47.1,568.0,3,6.72,143.6197316,49,26.3,5.11,48.8,9.0,0.506,High Polio & High Diphtheria,9.3
2504,2000,Developing,48.4,536.0,3,7.19,25.21683318,10,25.9,5.26,46.4,9.4,0.516,High Polio & High Diphtheria,9.4
2506,2014,Developed,82.3,54.0,0,7.3,1142.212403,26,59.0,11.93,0.1,1.5,0.9059999999999999,High Polio & High Diphtheria,15.8
2507,2013,Developed,81.9,57.0,0,7.3,1212.666327,51,58.5,11.97,0.1,1.4,0.904,High Polio & High Diphtheria,15.8
2508,2012,Developed,81.7,57.0,0,7.4,10947.02327,30,58.1,11.8,0.1,1.4,0.903,High Polio & High Diphtheria,15.8
2509,2011,Developed,81.7,58.0,0,7.4,11477.6671,26,57.7,11.7,0.1,1.4,0.9009999999999999,High Polio & High Diphtheria,16.0
2510,2010,Developed,81.5,58.0,0,7.2,778.2477467,6,57.3,9.47,0.1,1.3,0.895,High Polio & High Diphtheria,15.8
2511,2009,Developed,81.4,62.0,0,7.3,682.1070607999999,3,56.9,9.94,0.1,1.3,0.898,High Polio & High Diphtheria,15.8
2512,2008,Developed,81.1,62.0,0,6.9,8105.5908819999995,25,56.5,9.23,0.1,1.3,0.897,High Polio & High Diphtheria,15.7
2513,2007,Developed,89.0,63.0,0,6.9,7593.391622,1,56.1,8.92,0.1,1.3,0.895,High Polio & High Diphtheria,15.8
2514,2006,Developed,88.0,64.0,0,6.5,6369.516139,19,55.7,8.95,0.1,1.3,0.892,High Polio & High Diphtheria,15.9
2515,2005,Developed,85.0,66.0,0,6.5,599.0392403,13,55.3,9.6,0.1,1.3,0.89,High Polio & High Diphtheria,16.0
2516,2004,Developed,83.0,7.0,0,6.6,5793.363644,5,54.9,9.9,0.1,1.3,0.888,High Polio & High Diphtheria,16.0
2517,2003,Developed,82.0,69.0,0,6.9,5067.411418,3,54.4,9.31,0.1,1.3,0.882,High Polio & High Diphtheria,15.9
2518,2002,Developed,79.9,71.0,0,6.9,3998.0998700000005,9,53.9,9.23,0.1,1.3,0.88,High Polio & High Diphtheria,15.9
2519,2001,Developed,79.8,73.0,0,6.6,3554.5464340000003,5,53.4,8.86,0.1,1.3,0.877,High Polio & High Diphtheria,15.9
2520,2000,Developed,79.6,73.0,0,6.2,3689.7273,59,52.8,8.18,0.1,1.4,0.873,High Polio & High Diphtheria,15.9
2522,2014,Developed,83.2,51.0,0,9.61,19479.91161,23,57.0,11.66,0.1,0.4,0.9359999999999999,High Polio & High Diphtheria,15.9
2523,2013,Developed,83.0,52.0,0,9.73,19099.04506,175,56.6,11.71,0.1,0.4,0.934,High Polio & High Diphtheria,15.8
2524,2012,Developed,82.7,54.0,0,9.86,18379.32974,61,56.2,11.59,0.1,0.5,0.932,High Polio & High Diphtheria,15.7
2525,2011,Developed,82.6,55.0,0,9.99,18822.867319999998,621,55.8,11.21,0.1,0.5,0.932,High Polio & High Diphtheria,15.6
2526,2010,Developed,82.3,57.0,0,10.01,2198.5908649999997,77,55.4,11.7,0.1,0.5,0.92,High Polio & High Diphtheria,15.4
2527,2009,Developed,82.1,6.0,0,10.15,14714.82588,958,55.0,11.0,0.1,0.5,0.9159999999999999,High Polio & High Diphtheria,15.3
2528,2008,Developed,82.0,6.0,0,10.29,2084.2555350000002,2022,54.6,1.29,0.1,0.5,0.914,High Polio & High Diphtheria,15.3
2529,2007,Developed,81.7,63.0,0,10.44,11892.33429,1015,54.1,1.21,0.1,0.5,0.9109999999999999,High Polio & High Diphtheria,15.3
2530,2006,Developed,81.5,65.0,0,10.24,10598.08187,0,53.7,1.39,0.1,0.6,0.904,High Polio & High Diphtheria,15.2
2531,2005,Developed,81.1,66.0,0,10.15,10055.34981,60,53.2,1.86,0.1,0.6,0.899,High Polio & High Diphtheria,15.2
2532,2004,Developed,81.0,69.0,0,10.55,9495.540576000001,39,52.8,1.96,0.1,0.6,0.895,High Polio & High Diphtheria,15.1
2533,2003,Developed,85.0,72.0,0,10.82,842.2768087000002,574,52.3,1.93,0.1,0.6,0.889,High Polio & High Diphtheria,15.0
2534,2002,Developed,84.0,74.0,0,10.85,6853.628494,0,51.8,1.61,0.1,0.6,0.89,High Polio & High Diphtheria,15.2
2535,2001,Developed,82.0,75.0,0,11.12,6478.346135,700,51.3,1.28,0.1,0.7,0.888,High Polio & High Diphtheria,15.2
2536,2000,Developed,79.7,78.0,0,11.26,5834.582046,0,5.8,9.91,0.1,0.7,0.879,High Polio & High Diphtheria,15.1
2538,2014,Developing,64.4,294.0,7,0.01,0.0,594,56.2,3.25,0.1,6.3,0.575,Low Polio &  Low Diphtheria,9.0
2539,2013,Developing,63.6,37.0,7,0.01,0.0,740,55.2,3.25,0.1,6.3,0.635,Low Polio &  Low Diphtheria,13.0
2540,2012,Developing,62.8,32.0,7,0.01,0.0,13,54.2,3.25,0.1,6.3,0.645,Low Polio &  Low Diphtheria,12.5
2541,2011,Developing,71.7,163.0,7,0.76,0.0,13,53.2,3.23,0.1,6.3,0.6459999999999999,Low Polio & High Diphtheria,12.0
2542,2010,Developing,73.7,127.0,7,0.78,0.0,26,52.3,3.28,0.1,6.4,0.65,High Polio &  Low Diphtheria,11.7
2543,2009,Developing,73.8,124.0,7,0.81,0.0,22,51.3,3.55,0.1,6.4,0.648,High Polio &  Low Diphtheria,11.8
2544,2008,Developing,73.8,122.0,8,0.8,0.0,19,5.4,3.4,0.1,6.4,0.6509999999999999,High Polio & High Diphtheria,11.6
2545,2007,Developing,73.8,121.0,8,0.83,17.98136184,403,49.4,3.72,0.1,6.4,0.644,High Polio &  Low Diphtheria,11.5
2546,2006,Developing,73.7,123.0,8,0.97,122.6523334,517,48.5,3.78,0.1,6.4,0.636,High Polio &  Low Diphtheria,11.4
2547,2005,Developing,73.5,127.0,9,0.92,116.2585943,375,47.6,4.11,0.1,6.5,0.624,High Polio &  Low Diphtheria,11.0
2548,2004,Developing,73.2,131.0,9,0.93,10.21129783,189,46.8,4.48,0.1,6.5,0.61,High Polio & High Diphtheria,10.6
2549,2003,Developing,73.0,134.0,9,1.29,94.75639211,801,46.0,5.12,0.1,6.6,0.599,High Polio & High Diphtheria,10.3
2550,2002,Developing,72.8,135.0,9,1.25,91.70356833,538,45.3,4.94,0.1,6.6,0.596,High Polio & High Diphtheria,10.2
2551,2001,Developing,72.7,135.0,10,1.29,93.50075111,290,44.6,4.92,0.1,6.7,0.589,High Polio & High Diphtheria,10.1
2552,2000,Developing,72.6,136.0,10,1.41,81.72747120000001,146,43.9,4.92,0.1,6.8,0.588,High Polio & High Diphtheria,10.0
2554,2014,Developing,69.6,162.0,10,0.01,7.829008596,0,39.9,6.88,0.2,3.6,0.622,High Polio & High Diphtheria,11.3
2555,2013,Developing,69.3,163.0,10,0.01,1.0419164,1,39.0,6.75,0.2,3.6,0.617,High Polio & High Diphtheria,11.2
2556,2012,Developing,68.8,164.0,10,0.01,71.50892145,16,38.2,6.39,0.2,3.6,0.613,High Polio & High Diphtheria,11.1
2557,2011,Developing,68.1,166.0,10,0.32,51.9919227,1,37.4,5.98,0.2,3.7,0.608,High Polio & High Diphtheria,11.1
2558,2010,Developing,67.3,171.0,10,0.32,43.34099958,0,36.6,6.4,0.2,3.7,0.603,High Polio & High Diphtheria,11.1
2559,2009,Developing,66.7,174.0,10,0.3,35.71613793,0,35.9,5.93,0.2,3.7,0.601,High Polio & High Diphtheria,11.1
2560,2008,Developing,66.4,178.0,10,0.32,4.1533629119999995,0,35.3,5.58,0.3,3.8,0.5920000000000001,High Polio & High Diphtheria,10.8
2561,2007,Developing,66.1,181.0,10,0.35,2.272404904,2,34.7,5.35,0.3,3.8,0.586,High Polio & High Diphtheria,10.9
2562,2006,Developing,65.9,183.0,10,0.38,2.6262349030000003,3,34.1,5.7,0.3,3.8,0.579,High Polio & High Diphtheria,10.7
2563,2005,Developing,65.5,194.0,10,0.37,19.83672308,0,33.5,5.89,0.3,3.8,0.5720000000000001,High Polio & High Diphtheria,10.6
2564,2004,Developing,65.9,177.0,11,0.38,2.093721752,4,33.0,5.7,0.3,3.9,0.563,High Polio & High Diphtheria,10.5
2565,2003,Developing,65.2,182.0,11,0.36,13.25723997,2144,32.5,4.46,0.3,4.0,0.5529999999999999,High Polio & High Diphtheria,10.1
2566,2002,Developing,64.3,193.0,12,0.6,10.68147485,927,32.1,4.48,0.3,4.0,0.5429999999999999,High Polio & High Diphtheria,9.8
2567,2001,Developing,64.0,194.0,13,0.86,1.142003812,38,31.6,4.59,0.3,4.1,0.535,High Polio & High Diphtheria,9.7
2568,2000,Developing,63.7,198.0,14,0.37,8.943006492,192,31.3,4.64,0.3,4.2,0.529,High Polio & High Diphtheria,9.6
2570,2014,Developing,74.6,152.0,8,6.41,789.0772949,0,32.4,4.12,0.1,7.8,0.737,High Polio & High Diphtheria,13.6
2571,2013,Developing,74.5,153.0,9,6.5,788.6873403,2641,31.3,4.0,0.1,7.9,0.733,High Polio & High Diphtheria,13.6
2572,2012,Developing,74.3,154.0,9,6.56,801.0504655,5197,3.1,4.17,0.1,8.0,0.7290000000000001,High Polio & High Diphtheria,13.7
2573,2011,Developing,74.1,155.0,10,6.07,748.4451054,3156,29.0,4.12,0.2,8.1,0.72,High Polio & High Diphtheria,13.3
2574,2010,Developing,73.9,158.0,10,5.95,71.6850913,2583,27.9,3.81,0.2,8.2,0.711,High Polio & High Diphtheria,13.1
2575,2009,Developing,73.7,16.0,11,5.88,547.2101411,6071,26.8,4.11,0.3,8.3,0.706,High Polio & High Diphtheria,13.0
2576,2008,Developing,73.5,162.0,11,5.92,609.9511632,7790,25.7,3.92,0.3,8.5,0.7,High Polio & High Diphtheria,12.9
2577,2007,Developing,73.3,165.0,12,6.2,520.7639087,3893,24.6,3.56,0.4,8.6,0.687,High Polio & High Diphtheria,12.3
2578,2006,Developing,73.0,168.0,13,6.18,433.92109180000006,3588,23.6,3.49,0.5,8.7,0.6859999999999999,High Polio & High Diphtheria,12.4
2579,2005,Developing,72.5,177.0,13,6.26,321.1953005,3526,22.6,3.55,0.5,8.9,0.682,High Polio & High Diphtheria,12.0
2580,2004,Developing,71.6,189.0,14,6.17,301.3597791,4165,21.7,3.51,0.5,9.0,0.674,High Polio & High Diphtheria,11.9
2581,2003,Developing,71.7,189.0,15,6.14,282.8364612,4519,2.9,3.58,0.6,9.1,0.6659999999999999,High Polio & High Diphtheria,11.8
2582,2002,Developing,71.4,192.0,16,5.93,27.63810304,10315,2.2,3.7,0.7,9.2,0.657,High Polio & High Diphtheria,11.5
2583,2001,Developing,71.2,194.0,17,5.92,176.0625201,7319,19.4,3.32,0.8,9.3,0.649,High Polio & High Diphtheria,11.2
2584,2000,Developing,71.1,194.0,18,5.88,0.27564826,4074,18.7,3.4,0.8,9.4,0.64,High Polio & High Diphtheria,10.9
2586,2014,Developing,75.5,12.0,0,1.13,0.0,116,59.7,6.48,0.1,2.2,0.743,High Polio & High Diphtheria,12.9
2587,2013,Developing,75.3,14.0,0,1.03,0.0,4,59.1,6.7,0.1,2.2,0.741,High Polio & High Diphtheria,12.9
2588,2012,Developing,75.1,15.0,0,1.23,0.0,7,58.5,6.76,0.1,2.2,0.7390000000000001,High Polio & High Diphtheria,12.9
2589,2011,Developing,74.9,17.0,0,1.16,0.0,701,57.9,6.61,0.1,2.2,0.735,High Polio & High Diphtheria,12.9
2590,2010,Developing,74.7,18.0,0,1.47,0.0,217,57.4,6.83,0.1,2.3,0.732,High Polio & High Diphtheria,13.0
2591,2009,Developing,74.4,111.0,0,1.77,0.0,5,56.9,6.74,0.1,2.3,0.73,High Polio & High Diphtheria,13.0
